file_name,score
471.pkl,4.087306095797391e-10
1332.pkl,0.5764850758717113
8638.pkl,0.00017680263525294402
4795.pkl,0.45260908835666636
4823.pkl,0.5112229749400361
5139.pkl,3.8176452981674104e-05
10640.pkl,0.004431673744334957
10636.pkl,6.525129753388704e-07
9005.pkl,0.00013684239660898125
1381.pkl,0.05276195343281351
7307.pkl,8.969193687371704e-07
7040.pkl,1.313641593643869e-05
9516.pkl,0.0025320089716840788
2570.pkl,3.122535846305698e-06
563.pkl,2.2786893505751742e-07
9080.pkl,0.0008185081112123864
1836.pkl,0.30749243292025463
10688.pkl,3.2279737373507936e-05
4152.pkl,1.6748695361768524e-07
9534.pkl,1.3517960152416238e-08
6999.pkl,0.00435166601681628
6918.pkl,1.1850103308808373e-05
1609.pkl,9.451739093181066e-09
8944.pkl,0.016923073166105623
7982.pkl,0.31631550812844444
3857.pkl,0.002031624688780888
8989.pkl,2.521844729513339e-06
10516.pkl,0.0007032122079185743
8965.pkl,0.000276029606219341
5380.pkl,3.355800710599151e-06
7221.pkl,3.871811288089077e-08
4884.pkl,5.108140059632206e-06
5221.pkl,6.701848911212089e-07
7184.pkl,0.008539471188239408
5701.pkl,0.00039050314315231747
4570.pkl,3.4578747485148396e-06
2872.pkl,0.9976481207546445
8449.pkl,0.020077562470141485
1209.pkl,4.503083672841473e-05
206.pkl,4.0836032529639716e-08
7873.pkl,2.4938886075211145e-07
7979.pkl,0.2789326280559382
2398.pkl,0.005724872823727061
8292.pkl,1.4943330779496184e-06
3977.pkl,0.0066530298797707185
10465.pkl,0.00014687638242948437
10265.pkl,0.4376298318592951
7657.pkl,3.2322925771152914e-10
2867.pkl,0.00023925377614350036
8628.pkl,0.0
4163.pkl,0.41448130332861466
736.pkl,5.988761538400085e-12
1083.pkl,0.012493956164897487
2216.pkl,1.4616609898480036e-06
5090.pkl,1.4600305635332375e-08
5172.pkl,9.11327327651932e-06
8761.pkl,2.8399131814681864e-08
4294.pkl,1.0100853347961381e-08
5746.pkl,3.482505998177795e-08
1465.pkl,1.9480268996473607e-06
8476.pkl,4.515782111153715e-06
8578.pkl,0.09220276048229781
773.pkl,6.648318449866223e-08
4264.pkl,5.778863134826354e-06
4189.pkl,8.626644226729971e-07
4606.pkl,0.9995974751153422
6729.pkl,0.0006579343880040029
10148.pkl,0.00023103459404983956
5923.pkl,1.354130803309115e-07
1243.pkl,6.205577686198787e-08
989.pkl,1.812439916457365e-08
6144.pkl,0.0009518792829204782
5589.pkl,0.03164922242265105
327.pkl,9.357924304313225e-06
3253.pkl,0.001237103065416788
10456.pkl,0.0904559047933952
8268.pkl,0.0020320982056298994
4195.pkl,0.0005348493666574585
6416.pkl,2.9380678916288145e-09
1890.pkl,7.136479817558476e-07
8114.pkl,0.0019849000953767004
1561.pkl,7.42229508725468e-05
4711.pkl,0.011900419703573733
6949.pkl,1.4196641599808775e-06
9041.pkl,2.3669031931323678e-07
10289.pkl,0.0
3846.pkl,0.00027919004566111347
223.pkl,0.6567390633493165
1066.pkl,6.4736569382260416e-06
10514.pkl,0.002058131445758098
4060.pkl,0.7823982608148448
9951.pkl,6.900505300533801e-05
2494.pkl,9.953654320942796e-06
9998.pkl,4.434947837270647e-07
8768.pkl,0.00020151601326428184
6391.pkl,3.095553300873185e-05
233.pkl,2.124113363691e-06
8602.pkl,0.006068396319663036
9074.pkl,0.0015890225166204186
1430.pkl,4.7889557874442985e-06
10083.pkl,5.583834033982106e-06
5530.pkl,0.09397002751865353
10739.pkl,0.004296812025054147
1571.pkl,4.32875942654357e-06
8852.pkl,8.548667851629666e-06
9230.pkl,1.755933170794045e-07
210.pkl,6.953361891789157e-07
4214.pkl,0.0004126109401903769
10704.pkl,4.288616658346569e-05
2220.pkl,0.9952660885565248
6908.pkl,0.0007775045893456888
9007.pkl,0.003554379157257394
10058.pkl,0.00011088292341464264
9783.pkl,0.007440259230773301
492.pkl,0.004179469244931561
6383.pkl,2.516508727939344e-08
5179.pkl,7.721900180398775e-06
61.pkl,0.16505643568754605
1314.pkl,1.555169228829931e-05
745.pkl,4.497562389080602e-06
1443.pkl,8.807344959276636e-07
10570.pkl,9.057244789912915e-07
82.pkl,6.075491577213467e-06
4291.pkl,6.571879493792656e-05
9728.pkl,0.001143728080569086
6543.pkl,0.00018058205254550212
1075.pkl,6.607550761313123e-09
7793.pkl,8.038542986552878e-05
9765.pkl,6.041627475978581e-09
1112.pkl,1.2712054643145131e-05
5278.pkl,0.004952163810491386
1498.pkl,1.45069674653015e-07
4693.pkl,0.03581674110646806
3758.pkl,2.209501187946815e-08
356.pkl,0.892948576276377
3260.pkl,1.1642328183988269e-07
2797.pkl,3.9010021889972316e-08
8332.pkl,3.868311631440534e-05
7385.pkl,3.3543633876536994e-05
6228.pkl,8.541524383825508e-06
7848.pkl,0.00023610203468064748
1892.pkl,2.083540371300934e-06
536.pkl,3.950503326907559e-09
4348.pkl,2.127229432269609e-05
2586.pkl,1.0
8772.pkl,0.9999999999978615
3739.pkl,0.0009931480800536045
8436.pkl,0.0013269668857914627
7988.pkl,0.07663668249913623
5377.pkl,2.9697031225710982e-09
6242.pkl,0.04656109028390434
9134.pkl,0.008687167771643722
3459.pkl,0.00023847576224891336
7606.pkl,4.868364251504892e-05
6820.pkl,0.9826552648401137
721.pkl,0.013655620904788626
6721.pkl,1.1825786468601964e-06
973.pkl,5.974923398501774e-06
3122.pkl,1.7032743564600554e-06
1916.pkl,0.0967437852414104
3042.pkl,7.355832315596e-08
10280.pkl,0.0024494648147754166
5130.pkl,0.15314314444419813
7899.pkl,0.06937167967021972
6688.pkl,1.1387479309987074e-05
3133.pkl,2.7057174167508024e-05
7336.pkl,0.007766389473661029
2447.pkl,8.528227732895396e-07
5959.pkl,4.681155898567644e-06
9519.pkl,7.587941205549702e-07
8368.pkl,0.0011363828308695602
7890.pkl,1.8570643350855792e-06
66.pkl,1.0285036242341832e-06
5897.pkl,2.9981933641632466e-06
4225.pkl,0.005127374488725872
11187.pkl,0.0006511089247032238
10031.pkl,0.00024068261287307993
5326.pkl,4.045280682481155e-07
1539.pkl,0.0030959236627093743
6204.pkl,2.665597475472444e-08
8490.pkl,2.5772876837466387e-10
230.pkl,0.006263751518842192
5584.pkl,1.3954860137777684e-07
6490.pkl,0.20559563289916802
5710.pkl,2.018631166809094e-06
4215.pkl,5.547408733834266e-07
4169.pkl,1.0
4992.pkl,0.017252057257597174
466.pkl,0.971684762844942
10896.pkl,0.0009323241777159247
1177.pkl,0.01711491473217524
10569.pkl,0.00019409385253471725
1676.pkl,0.9564516875470256
7178.pkl,3.9638192719205546e-07
826.pkl,3.274157740525927e-10
8954.pkl,0.0007266901506149791
3935.pkl,4.6024124184447236e-05
965.pkl,5.213135119322087e-07
4961.pkl,1.4745305400774491e-08
8382.pkl,0.0
10131.pkl,1.5780129507824872e-05
6482.pkl,0.00027236506699316866
4657.pkl,0.0013606024467145374
3091.pkl,0.00015724068630053653
3918.pkl,0.005730146957891454
2181.pkl,0.640552500797195
4324.pkl,1.7827199472285363e-05
10631.pkl,0.04018734751165024
6761.pkl,1.6380706072680215e-05
9484.pkl,1.0
11044.pkl,4.5486276857091187e-07
3234.pkl,0.006131161942685581
8935.pkl,0.0002599459855254565
7765.pkl,0.0315476259477347
1475.pkl,0.0007793700686476963
4561.pkl,0.011510445912001727
4488.pkl,0.0019757023858850706
8096.pkl,4.1476240902354677e-07
3369.pkl,0.0042832356549819955
6276.pkl,0.0027362375441077388
450.pkl,8.836562376881305e-26
9644.pkl,0.008591484035245317
7187.pkl,3.598111502211851e-06
3746.pkl,0.00043613339516296903
4491.pkl,0.006404483638721238
7319.pkl,1.7955909512239361e-07
6052.pkl,0.0019167329237530849
1144.pkl,0.00014034507065352058
903.pkl,2.4999987994521643e-07
7431.pkl,3.0410276929300025e-07
6810.pkl,0.01967327892874079
3826.pkl,3.95635920053141e-09
6214.pkl,4.925664186510646e-05
6465.pkl,3.779441403774161e-07
4454.pkl,6.21320240780188e-05
6194.pkl,1.0280256928299802e-05
1716.pkl,8.754829012602892e-09
2630.pkl,0.0001165387081541951
8322.pkl,0.0002640596470196684
8952.pkl,0.0004174504948610316
1685.pkl,7.380788164064496e-05
5342.pkl,0.5357563435460968
4618.pkl,2.930087976225088e-42
5436.pkl,1.1844985591402854e-06
8170.pkl,8.000185378278055e-09
7034.pkl,0.0
5240.pkl,0.07073284074198609
10213.pkl,0.9722934061962157
9450.pkl,3.1841936504165045e-05
10376.pkl,0.8859632540903523
221.pkl,0.17017392362635278
3567.pkl,0.010837692331069494
81.pkl,6.016424619730402e-07
520.pkl,4.835602694458688e-06
4924.pkl,6.443840825958501e-06
1257.pkl,7.198782658398711e-07
2859.pkl,1.0
8966.pkl,1.8956476118395673e-06
10666.pkl,6.867364747093721e-26
11203.pkl,1.8890555331016095e-09
5963.pkl,0.1058631268085328
6911.pkl,3.7161943083981917e-06
2934.pkl,7.261405480795378e-06
7775.pkl,0.0013288201105463285
3522.pkl,0.5904305982280752
9153.pkl,0.000465210603847567
8779.pkl,0.03212960825630981
4270.pkl,6.757039970552987e-06
4116.pkl,0.0065058238347719425
818.pkl,0.017797311700759846
1033.pkl,2.0593984051727548e-11
8776.pkl,4.765448367886991e-05
3175.pkl,2.860338434582792e-06
5777.pkl,1.073304049937218e-05
1614.pkl,2.1729868410976885e-06
3713.pkl,0.0004874953628151432
1126.pkl,0.0025477409904613516
1791.pkl,1.4613844826899654e-06
2165.pkl,0.955385377282412
495.pkl,3.5451798504527314e-05
3748.pkl,0.006364760808913166
6809.pkl,0.015151008318322763
4197.pkl,2.5168533122622103e-08
3952.pkl,1.996190513528166e-07
5526.pkl,0.00018695795570785318
1563.pkl,1.9167234304184556e-05
7190.pkl,1.939806041848339e-06
6390.pkl,0.010433877098315555
7005.pkl,0.005994472934653091
8198.pkl,7.071043352545611e-05
1047.pkl,0.03095520461600919
3786.pkl,0.00016128918983565645
9143.pkl,8.706422753972566e-05
8903.pkl,2.8850643242764456e-06
1242.pkl,8.876985524930313e-11
2381.pkl,1.5045853304664733e-07
7499.pkl,0.0006406369066373535
1567.pkl,1.0838622728288396e-07
8647.pkl,1.9343900067791956e-111
8346.pkl,2.1300025907284668e-06
4367.pkl,0.00036452374795319147
467.pkl,0.002803837424173662
4986.pkl,0.463747996894275
6812.pkl,2.720168894311775e-08
7885.pkl,0.0008742597931325922
2402.pkl,0.0348642119900503
5456.pkl,0.001462792796943341
852.pkl,4.9054839544307874e-17
5699.pkl,0.04446599566562289
2566.pkl,0.10197883964036232
343.pkl,3.22688213231316e-05
3979.pkl,0.01828076636586954
2602.pkl,5.7311529652589806e-05
6781.pkl,9.156563439013746e-05
1883.pkl,3.1097357374342884e-05
1769.pkl,0.9999999999995144
3366.pkl,0.008390743958944015
6727.pkl,0.453574516181141
9002.pkl,6.422160551558389e-09
10693.pkl,5.1202627392465995e-08
4796.pkl,0.04468233247603624
846.pkl,1.633568980938708e-07
10715.pkl,9.70641259836525e-06
8028.pkl,0.6300642706918183
10251.pkl,0.00015752192294296848
2976.pkl,0.00013091495307887278
3411.pkl,7.449684268904319e-05
1699.pkl,0.07997697526263327
11085.pkl,5.8029850381210405e-05
1869.pkl,8.630495392018851e-09
7841.pkl,0.9926603959667585
5928.pkl,0.2340648132518465
5539.pkl,5.354499038190247e-06
1558.pkl,0.0001842591210112874
9135.pkl,1.4760341589524476e-05
10090.pkl,5.557466976339505e-07
10035.pkl,0.6196869929988942
4759.pkl,2.9277838596813766e-07
7954.pkl,6.051979418702751e-05
7627.pkl,0.226044415088111
5491.pkl,1.3974384714209614e-07
30.pkl,0.008413375220906629
10324.pkl,1.1476181350225757e-11
9808.pkl,2.1185525924217426e-05
6150.pkl,0.22865968454253097
10363.pkl,0.028593604036587682
9053.pkl,7.665330497989706e-13
7560.pkl,0.00018057175440077343
3263.pkl,5.791543338474458e-07
2327.pkl,0.421941094524349
395.pkl,0.9424915116642447
9699.pkl,0.006236936670647486
6850.pkl,4.4171831130337316e-08
4678.pkl,5.42809334749887e-07
11030.pkl,0.7348103295024121
8701.pkl,3.517357704687643e-09
10346.pkl,8.879251623025722e-05
3710.pkl,2.717857965920882e-06
2499.pkl,0.008777736823847524
8475.pkl,0.00010716279995634399
1319.pkl,0.00044269496829928617
7819.pkl,3.784173606477774e-08
3845.pkl,0.00015006642657242273
3585.pkl,0.0033299791334401698
6586.pkl,0.048543322900856015
2975.pkl,4.0283389733943175e-08
10274.pkl,0.9017737766376023
559.pkl,1.520184671124524e-05
2257.pkl,0.0008237762715052636
693.pkl,0.7920372859288783
7021.pkl,0.8164435390343786
4476.pkl,2.4924911389525645e-06
4991.pkl,9.081755738324536e-07
5423.pkl,1.849534641192854e-06
1303.pkl,0.00024980018916120883
9359.pkl,0.1240212845778852
4273.pkl,5.091969579964268e-05
555.pkl,0.009751007737163746
5703.pkl,0.011576093798108693
9223.pkl,1.2127964292678684e-05
3676.pkl,0.01945163475946973
2207.pkl,6.581960746887117e-06
6041.pkl,0.2041694739748355
4090.pkl,6.096026659070168e-05
6256.pkl,0.05812653041325145
2803.pkl,0.00015867032640951343
9236.pkl,0.002186852910111941
454.pkl,1.259660527657307e-06
2745.pkl,7.712828874249668e-06
3217.pkl,6.479588028945423e-08
6015.pkl,9.898918148479771e-05
5723.pkl,5.0338058058009516e-05
4509.pkl,3.63865346919693e-05
738.pkl,0.0014416138411147657
5836.pkl,0.7235399249021262
6892.pkl,2.6752994415309578e-08
2191.pkl,0.0003727331017846605
5585.pkl,1.2107510792336577e-05
8008.pkl,0.3339505852082803
1297.pkl,0.21914128988076387
8454.pkl,9.814444977796668e-05
6476.pkl,0.0029976085362933714
4958.pkl,0.00038895222621242273
9038.pkl,0.5562282883297223
1287.pkl,5.131542808941543e-08
2903.pkl,0.9419776219786683
8506.pkl,0.07346819798469706
8938.pkl,0.0019980447500029686
1914.pkl,3.6906147510532887e-07
10375.pkl,3.5556499233123064e-06
3359.pkl,8.441046434937207e-06
11198.pkl,4.811614560552397e-08
4466.pkl,0.0021953774455205177
11083.pkl,0.5903711311051205
3854.pkl,0.000992815102387812
3667.pkl,2.9324648639859127e-08
9999.pkl,2.955406142501531e-06
7863.pkl,1.872560956957467e-09
8504.pkl,4.2982095276953e-40
5459.pkl,8.591797434440222e-08
7832.pkl,0.01828914168600773
1025.pkl,0.05578000102221155
6951.pkl,9.829251099410132e-05
9332.pkl,0.051157889403961355
11156.pkl,6.041627475978581e-09
7603.pkl,3.778174374901212e-08
3725.pkl,5.471628141813675e-06
6173.pkl,0.002032940594290374
1185.pkl,2.6232873569417485e-07
7144.pkl,1.3670423951651432e-05
5742.pkl,1.4298970514445392e-05
4920.pkl,0.23676251795255038
4542.pkl,0.0030062760945077853
5224.pkl,3.1624543310231765e-09
2374.pkl,0.0004742033051618109
3584.pkl,4.7945916062450885e-15
10582.pkl,8.193191594745023e-07
9959.pkl,0.6128208724934623
8605.pkl,1.3619294614240142e-05
4149.pkl,1.1159582198454397e-05
9507.pkl,0.30818731835908647
2517.pkl,1.3634241902756795e-05
6872.pkl,0.07715828346085928
2329.pkl,0.8508730683962985
5042.pkl,3.966198374981275e-08
3615.pkl,1.39687781845478e-08
6061.pkl,0.00013037024123165858
2746.pkl,0.9858470382812813
10573.pkl,0.01346412555886676
6579.pkl,6.383047783313028e-07
4803.pkl,0.02555122857180749
7423.pkl,1.6555177774200378e-06
3861.pkl,1.1478993196790542e-08
8643.pkl,1.8275546116178793e-06
8212.pkl,3.233756541244613e-07
8252.pkl,5.085309370983128e-09
3410.pkl,2.4382275918054864e-05
1241.pkl,0.1662561759159719
355.pkl,1.3113571056575837e-07
8631.pkl,5.0988259514521865e-08
3024.pkl,0.008713337743616064
10150.pkl,0.00034722603511695233
299.pkl,0.12286011582073267
18.pkl,6.232971400508754e-08
9906.pkl,0.05123355722023265
4042.pkl,0.009754867083041137
8620.pkl,2.7944725986669982e-06
11166.pkl,0.00041018513606412994
11159.pkl,0.002946306122607966
10677.pkl,0.004876503485557777
1016.pkl,1.940116997445121e-11
9966.pkl,0.01079241453224948
8645.pkl,0.02124379477652686
1796.pkl,0.00012681515022593598
3462.pkl,4.004465628034999e-09
4093.pkl,3.7024886491242186e-06
8712.pkl,0.00424300800070294
4904.pkl,0.9945455127712856
5827.pkl,0.0
7162.pkl,2.9484060327731186e-06
2708.pkl,0.9966498812967713
3896.pkl,0.0
7894.pkl,1.9841822070929364e-07
10842.pkl,0.13179988890714744
5862.pkl,0.0006792637821223505
6.pkl,4.929952665027992e-05
823.pkl,2.703296474800938e-08
6658.pkl,2.4835700958440084e-07
9496.pkl,0.0012425845728608735
1645.pkl,0.005051267893921429
2525.pkl,1.7770827815752793e-05
1709.pkl,1.3243726538294696e-05
1783.pkl,8.768136095115325e-07
589.pkl,0.9992098794704672
7105.pkl,7.95251681020479e-05
9873.pkl,3.004548049456004e-06
4338.pkl,6.477880159994733e-05
3464.pkl,0.0005413897680076205
3723.pkl,3.0320070940080518e-09
1526.pkl,0.8104929161135013
8539.pkl,2.576845066301291e-10
6571.pkl,0.0013887711312871424
3901.pkl,5.722931363474794e-06
7099.pkl,0.0012199512024213474
207.pkl,0.0003484030454159374
5201.pkl,0.020278646088873097
9542.pkl,0.9936778597627428
2877.pkl,0.12308569472336924
10114.pkl,0.00011810571886311508
3258.pkl,3.3060130525797905e-05
1357.pkl,9.283749712568367e-05
8728.pkl,5.33856691165374e-07
214.pkl,0.0005779925433073962
6720.pkl,0.0005868118085540247
6829.pkl,0.0016930940576553918
362.pkl,0.010513611026453443
3159.pkl,0.00441959094523983
1812.pkl,3.6900914157496703e-09
1336.pkl,0.0057085826031773035
1692.pkl,0.00011990451765429142
1781.pkl,1.2648729091017264e-05
1612.pkl,1.0757695955851217e-06
4145.pkl,1.9945641551059583e-06
74.pkl,0.7499236895124062
684.pkl,0.9003022425197774
6852.pkl,1.1762821932526449e-05
180.pkl,0.16640717489320592
10607.pkl,0.01832831964738488
10539.pkl,0.012282838143201118
10542.pkl,0.8992788803259187
7019.pkl,0.06086730956015967
6493.pkl,0.00011883314389262255
2993.pkl,4.7992652469767004e-06
8338.pkl,0.003898431617956702
3429.pkl,0.9464791177616417
3287.pkl,0.0464468142513454
3967.pkl,6.230119856531222e-05
775.pkl,7.960135379913758e-07
416.pkl,0.8910158060951169
8431.pkl,0.0037289539138514907
5798.pkl,1.8960318921010393e-07
1300.pkl,0.0036358450429274337
9714.pkl,1.0601060026653683e-06
11114.pkl,5.057128586663564e-05
11014.pkl,0.005719943954988382
49.pkl,0.5183353569088822
9263.pkl,0.9964660640854182
4092.pkl,0.0015413248309853924
10998.pkl,0.00019157341587203527
9878.pkl,7.913878002576044e-06
6468.pkl,2.772650023359944e-08
9427.pkl,0.004104005089618602
6700.pkl,0.0005514024368406944
4694.pkl,1.4313837451695107e-09
1198.pkl,1.4494935262492596e-06
10136.pkl,0.052066658431174286
5890.pkl,6.342531111601157e-06
8271.pkl,0.00013572697503951665
2099.pkl,6.665084745852415e-08
8226.pkl,2.124113363691e-06
7170.pkl,0.0035200549307064398
10480.pkl,0.25236581099789024
7469.pkl,2.9484060327731186e-06
2508.pkl,1.0768017473179307e-05
175.pkl,0.0034875348999983636
1604.pkl,0.0012151901445332752
2912.pkl,0.0023505015768717054
5136.pkl,1.3623889509390458e-07
8012.pkl,0.11534958559490754
1982.pkl,0.31950960693439184
1500.pkl,0.9982734559269554
1136.pkl,3.507520695681729e-08
8887.pkl,0.7413213979523463
2313.pkl,3.287633660336167e-07
402.pkl,0.0013352907091501523
3486.pkl,4.834271713811343e-08
3523.pkl,8.160437455279607e-07
3079.pkl,0.7542034243061411
9380.pkl,0.9998624530122177
5939.pkl,0.00022393614413193153
7474.pkl,0.00024279354441865243
1365.pkl,9.098866340882566e-06
6398.pkl,8.703539443527553e-06
2781.pkl,1.2288549568246842e-07
6405.pkl,0.758963312749012
2205.pkl,1.37847829248635e-09
527.pkl,0.8069996686864975
10203.pkl,5.55712153436874e-05
3926.pkl,8.24344468136439e-05
5223.pkl,3.301382623534414e-05
2474.pkl,0.0008210272547775322
4372.pkl,1.0836230133393375e-06
2669.pkl,0.9990359304756318
8105.pkl,2.0089388853348498e-06
10761.pkl,7.730805534825811e-07
8224.pkl,0.00012023991031925998
9929.pkl,1.1732308491555972e-05
4320.pkl,0.001612788709561723
1572.pkl,2.911595324165914e-08
8502.pkl,6.648318449866223e-08
7293.pkl,3.0087518450890948e-05
3883.pkl,1.451346536809742e-07
5587.pkl,7.745213918053376e-05
2709.pkl,1.312595512896261e-05
9478.pkl,0.0038007913343486893
7186.pkl,1.343828053280936e-10
6806.pkl,7.791860929501904e-06
9246.pkl,0.05807043885130212
5249.pkl,6.926360166583549e-08
583.pkl,6.02795719043092e-05
8699.pkl,0.9776232686138819
5914.pkl,5.134123372133911e-06
2114.pkl,3.693873447557656e-08
4957.pkl,8.126377858508133e-05
2235.pkl,3.2296281918415436e-06
6862.pkl,6.055757124348972e-05
2307.pkl,2.040668999507501e-06
822.pkl,0.0015997888711120998
7892.pkl,7.206411350959997e-05
5580.pkl,0.00029806100759197107
4002.pkl,0.01351007565166186
4281.pkl,0.5776972966675754
2607.pkl,2.633865279484012e-54
5405.pkl,3.266696180272008e-07
1464.pkl,4.5874511080882e-07
4258.pkl,1.4907254087875053e-08
9029.pkl,1.011258489539967e-08
3196.pkl,0.34010702885346256
2079.pkl,7.663841552951132e-05
7122.pkl,0.0003674488191379952
10310.pkl,0.9955691009191184
4076.pkl,0.06380316705565296
7736.pkl,0.007228929692417164
258.pkl,0.00019416617843916756
10232.pkl,8.000185378278055e-09
7729.pkl,7.518217721590185e-07
10085.pkl,4.0945263614179494e-07
1696.pkl,0.1239572277607389
6663.pkl,0.0048397944431730865
7070.pkl,0.015122260474641614
9117.pkl,1.4323345080530747e-06
4665.pkl,4.087306095797391e-10
8542.pkl,2.3240023909204912e-07
4600.pkl,0.5766951581748337
2967.pkl,0.01686383914974687
4218.pkl,3.704685532946819e-07
4549.pkl,4.382811271367757e-05
1260.pkl,4.759510605369011e-07
9027.pkl,2.121356576752729e-06
6267.pkl,0.00016330480916605753
3382.pkl,0.00041960288451363734
5773.pkl,0.00012565672656488676
6751.pkl,0.00035114047926849187
3183.pkl,0.8638122631686066
5091.pkl,0.005214658598227346
10129.pkl,0.003739328469658353
3054.pkl,8.363188356091454e-07
1828.pkl,3.6526016599616344e-05
5084.pkl,8.327985601959024e-05
9239.pkl,2.5739067677129763e-07
24.pkl,0.2184451544150128
8488.pkl,2.3446631866338414e-06
4251.pkl,0.0350152795718187
7479.pkl,2.861211905013794e-08
3641.pkl,6.606695896139049e-10
3158.pkl,0.9908936651443049
10124.pkl,3.759315981744869e-07
7209.pkl,0.0030898489499439795
7696.pkl,0.00300831851594582
4477.pkl,0.0
10214.pkl,1.862096619339182e-07
5784.pkl,4.704219541927514e-09
708.pkl,0.11789122483484385
6450.pkl,0.004692441552674287
9616.pkl,0.0005751614493084327
8718.pkl,1.828700232587054e-05
2060.pkl,3.532169009981384e-07
1797.pkl,1.6253677438176297e-05
5622.pkl,0.004101896103704964
2650.pkl,8.8300762598296e-06
1226.pkl,1.3531700258337708e-07
4565.pkl,0.0002324750832905738
5517.pkl,0.0006709284598428323
217.pkl,6.072701782676162e-07
10734.pkl,1.9179153873463212e-07
2924.pkl,9.839686252959767e-05
562.pkl,0.012543070483904812
7941.pkl,1.6391184882026266e-06
3211.pkl,0.19330712573883368
1214.pkl,1.956211873326078e-05
7382.pkl,9.822118140857598e-05
3321.pkl,1.0280256928299802e-05
8642.pkl,0.0006239635449821959
3167.pkl,1.1833591100114426e-05
10062.pkl,0.9546494258531548
8020.pkl,1.1131819803135316e-06
2074.pkl,0.00017858580001738877
7513.pkl,0.00019000632429191577
10366.pkl,1.7758208800766473e-06
8493.pkl,0.0008301765868882223
1985.pkl,6.103621289970612e-07
8544.pkl,8.621693239757744e-08
801.pkl,6.173195964813731e-08
1252.pkl,0.0
8770.pkl,1.10593019087433e-07
392.pkl,0.0005709902512094323
4721.pkl,8.629174686206885e-08
